"날짜","종가","시가","고가","저가","거래량","변동 %"
"1985- 12- 31","123.46","123.71","123.71","123.24","","-0.47%"
"1985- 12- 30","124.04","124.28","124.30","124.01","","-0.21%"
"1985- 12- 27","124.30","125.17","125.19","124.26","","-1.20%"
"1985- 12- 26","125.81","125.87","125.91","125.73","","0.06%"
"1985- 12- 25","125.73","125.87","125.94","125.69","","0.00%"
"1985- 12- 24","125.73","125.87","125.94","125.69","","-0.13%"
"1985- 12- 23","125.89","125.87","125.93","125.69","","0.03%"
"1985- 12- 20","125.85","126.25","126.33","125.83","","-0.27%"
"1985- 12- 19","126.19","126.39","126.50","125.98","","-0.23%"
"1985- 12- 18","126.48","126.01","126.58","126.01","","0.66%"
"1985- 12- 17","125.65","125.82","125.84","125.33","","-0.10%"
"1985- 12- 16","125.78","126.11","126.34","125.74","","-0.28%"
"1985- 12- 13","126.13","125.84","126.19","125.69","","0.12%"
"1985- 12- 12","125.98","126.10","126.20","125.62","","-0.53%"
"1985- 12- 11","126.65","127.02","127.68","126.53","","-0.01%"
"1985- 12- 10","126.66","126.76","126.91","126.56","","0.37%"
"1985- 12- 09","126.19","126.10","126.33","126.03","","0.40%"
"1985- 12- 06","125.69","125.73","125.94","125.57","","0.21%"
"1985- 12- 05","125.43","125.73","125.96","125.36","","0.07%"
"1985- 12- 04","125.34","125.28","125.41","125.12","","-0.42%"
"1985- 12- 03","125.87","126.17","126.32","125.72","","0.44%"
"1985- 12- 02","125.32","124.42","125.57","124.42","","0.26%"
"1985- 11- 29","124.99","124.91","125.16","124.77","","-0.72%"
"1985- 11- 28","125.90","126.03","126.41","125.62","","0.00%"
"1985- 11- 27","125.90","126.03","126.41","125.62","","-0.02%"
"1985- 11- 26","125.92","126.82","126.85","125.79","","-0.44%"
"1985- 11- 25","126.48","126.50","126.81","126.40","","-0.05%"
"1985- 11- 22","126.54","127.39","127.53","126.54","","-0.44%"
"1985- 11- 21","127.10","127.48","127.80","127.10","","-1.12%"
"1985- 11- 20","128.54","128.12","128.85","127.88","","0.33%"
"1985- 11- 19","128.12","128.12","128.12","128.12","","-0.52%"
"1985- 11- 18","128.79","128.79","128.79","128.79","","-0.31%"
"1985- 11- 15","129.19","129.19","129.19","129.19","","0.26%"
"1985- 11- 14","128.85","128.85","128.85","128.85","","-0.03%"
"1985- 11- 13","128.89","128.89","128.89","128.89","","-0.42%"
"1985- 11- 12","129.44","129.44","129.44","129.44","","0.03%"
"1985- 11- 11","129.40","129.40","129.40","129.40","","0.00%"
"1985- 11- 08","129.40","129.40","129.40","129.40","","0.01%"
"1985- 11- 07","129.39","129.39","129.39","129.39","","0.77%"
"1985- 11- 06","128.40","128.40","128.40","128.40","","-0.52%"
"1985- 11- 05","129.07","129.07","129.07","129.07","","0.47%"
"1985- 11- 04","128.47","128.47","128.47","128.47","","-0.17%"
"1985- 11- 01","128.69","128.69","128.69","128.69","","-0.54%"
"1985- 10- 31","129.39","129.39","129.39","129.39","","-0.13%"
"1985- 10- 30","129.56","129.56","129.56","129.56","","-0.06%"
"1985- 10- 29","129.64","129.64","129.64","129.64","","-0.64%"
"1985- 10- 28","130.47","130.47","130.47","130.47","","-0.40%"
"1985- 10- 25","130.99","130.99","130.99","130.99","","-0.03%"
"1985- 10- 24","131.03","131.03","131.03","131.03","","0.42%"
"1985- 10- 23","130.48","130.48","130.48","130.48","","-0.15%"
"1985- 10- 22","130.68","130.68","130.68","130.68","","0.22%"
"1985- 10- 21","130.39","130.39","130.39","130.39","","-0.09%"
"1985- 10- 18","130.51","130.51","130.51","130.51","","-0.34%"
"1985- 10- 17","130.96","130.96","130.96","130.96","","-1.07%"
"1985- 10- 16","132.38","132.38","132.38","132.38","","0.71%"
"1985- 10- 15","131.45","131.45","131.45","131.45","","0.12%"
"1985- 10- 11","131.29","131.29","131.29","131.29","","-0.01%"
"1985- 10- 10","131.30","131.30","131.30","131.30","","0.32%"
"1985- 10- 09","130.88","130.88","130.88","130.88","","-0.08%"
"1985- 10- 08","130.98","130.98","130.98","130.98","","-0.06%"
"1985- 10- 07","131.06","131.06","131.06","131.06","","0.53%"
"1985- 10- 04","130.37","130.37","130.37","130.37","","0.38%"
"1985- 10- 03","129.88","129.88","129.88","129.88","","-0.79%"
"1985- 10- 02","130.92","130.92","130.92","130.92","","-0.18%"
"1985- 10- 01","131.15","131.15","131.15","131.15","","-0.73%"
"1985- 09- 30","132.12","132.12","132.12","132.12","","-0.28%"
"1985- 09- 27","132.49","132.49","132.49","132.49","","0.71%"
"1985- 09- 26","131.55","131.55","131.55","131.55","","-0.91%"
"1985- 09- 25","132.76","132.76","132.76","132.76","","-0.98%"
"1985- 09- 24","134.07","134.07","134.07","134.07","","-0.62%"
"1985- 09- 23","134.90","134.90","134.90","134.90","","-3.48%"
"1985- 09- 20","139.77","139.77","139.77","139.77","","-1.57%"
"1985- 09- 19","142.00","142.00","142.00","142.00","","-0.13%"
"1985- 09- 18","142.19","142.19","142.19","142.19","","0.38%"
"1985- 09- 17","141.65","141.65","141.65","141.65","","0.26%"
"1985- 09- 16","141.28","141.28","141.28","141.28","","-0.46%"
"1985- 09- 13","141.94","141.94","141.94","141.94","","-1.12%"
"1985- 09- 12","143.55","143.55","143.55","143.55","","-0.44%"
"1985- 09- 11","144.19","144.19","144.19","144.19","","0.52%"
"1985- 09- 10","143.45","143.45","143.45","143.45","","-0.15%"
"1985- 09- 09","143.67","143.67","143.67","143.67","","0.43%"
"1985- 09- 06","143.05","143.05","143.05","143.05","","2.04%"
"1985- 09- 05","140.19","140.19","140.19","140.19","","0.37%"
"1985- 09- 04","139.68","139.68","139.68","139.68","","-0.16%"
"1985- 09- 03","139.91","139.91","139.91","139.91","","1.24%"
"1985- 08- 30","138.20","138.20","138.20","138.20","","0.90%"
"1985- 08- 29","136.97","136.97","136.97","136.97","","0.18%"
"1985- 08- 28","136.73","136.73","136.73","136.73","","-0.48%"
"1985- 08- 27","137.39","137.39","137.39","137.39","","0.59%"
"1985- 08- 26","136.59","136.59","136.59","136.59","","0.44%"
"1985- 08- 23","135.99","135.99","135.99","135.99","","0.32%"
"1985- 08- 22","135.56","135.56","135.56","135.56","","-0.74%"
"1985- 08- 21","136.57","136.57","136.57","136.57","","-0.31%"
"1985- 08- 20","136.99","136.99","136.99","136.99","","0.45%"
"1985- 08- 19","136.37","136.37","136.37","136.37","","0.07%"
"1985- 08- 16","136.27","136.27","136.27","136.27","","-0.13%"
"1985- 08- 15","136.45","136.45","136.45","136.45","","-0.82%"
"1985- 08- 14","137.58","137.58","137.58","137.58","","0.18%"
"1985- 08- 13","137.33","137.33","137.33","137.33","","-0.30%"
"1985- 08- 12","137.74","137.74","137.74","137.74","","-1.05%"
"1985- 08- 09","139.20","139.20","139.20","139.20","","0.06%"
"1985- 08- 08","139.11","139.11","139.11","139.11","","-0.53%"
"1985- 08- 07","139.85","139.85","139.85","139.85","","0.06%"
"1985- 08- 06","139.77","139.77","139.77","139.77","","0.82%"
"1985- 08- 05","138.64","138.64","138.64","138.64","","0.05%"
"1985- 08- 02","138.57","138.57","138.57","138.57","","0.11%"
"1985- 08- 01","138.42","138.42","138.42","138.42","","0.85%"
"1985- 07- 31","137.26","137.26","137.26","137.26","","-0.23%"
"1985- 07- 30","137.58","137.58","137.58","137.58","","-0.07%"
"1985- 07- 29","137.67","137.67","137.67","137.67","","-1.16%"
"1985- 07- 26","139.29","139.29","139.29","139.29","","0.01%"
"1985- 07- 25","139.28","139.28","139.28","139.28","","-0.70%"
"1985- 07- 24","140.26","140.26","140.26","140.26","","1.04%"
"1985- 07- 23","138.82","138.82","138.82","138.82","","-1.38%"
"1985- 07- 22","140.76","140.76","140.76","140.76","","0.14%"
"1985- 07- 19","140.56","140.56","140.56","140.56","","0.99%"
"1985- 07- 18","139.18","139.18","139.18","139.18","","0.98%"
"1985- 07- 17","137.83","137.83","137.83","137.83","","-1.39%"
"1985- 07- 16","139.77","139.77","139.77","139.77","","0.15%"
"1985- 07- 15","139.56","139.56","139.56","139.56","","-0.49%"
"1985- 07- 12","140.25","140.25","140.25","140.25","","-0.77%"
"1985- 07- 11","141.34","141.34","141.34","141.34","","-0.33%"
"1985- 07- 10","141.81","141.81","141.81","141.81","","-0.71%"
"1985- 07- 09","142.82","142.82","142.82","142.82","","-0.79%"
"1985- 07- 08","143.96","143.96","143.96","143.96","","-0.72%"
"1985- 07- 05","145.00","145.00","145.00","145.00","","-0.75%"
"1985- 07- 03","146.09","146.09","146.09","146.09","","-0.35%"
"1985- 07- 02","146.61","146.61","146.61","146.61","","0.12%"
"1985- 07- 01","146.44","146.44","146.44","146.44","","0.22%"
"1985- 06- 28","146.12","146.12","146.12","146.12","","-0.82%"
"1985- 06- 27","147.33","147.33","147.33","147.33","","0.40%"
"1985- 06- 26","146.74","146.74","146.74","146.74","","-0.72%"
"1985- 06- 25","147.80","147.80","147.80","147.80","","0.03%"
"1985- 06- 24","147.75","147.75","147.75","147.75","","0.11%"
"1985- 06- 21","147.59","147.59","147.59","147.59","","-0.31%"
"1985- 06- 20","148.05","148.05","148.05","148.05","","1.46%"
"1985- 06- 19","145.92","145.92","145.92","145.92","","-0.29%"
"1985- 06- 18","146.34","146.34","146.34","146.34","","-0.93%"
"1985- 06- 17","147.72","147.72","147.72","147.72","","0.10%"
"1985- 06- 14","147.57","147.57","147.57","147.57","","-1.05%"
"1985- 06- 13","149.14","149.14","149.14","149.14","","0.25%"
"1985- 06- 12","148.77","148.77","148.77","148.77","","-0.05%"
"1985- 06- 11","148.84","148.84","148.84","148.84","","-0.38%"
"1985- 06- 10","149.41","149.41","149.41","149.41","","0.59%"
"1985- 06- 07","148.54","148.54","148.54","148.54","","0.59%"
"1985- 06- 06","147.67","147.67","147.67","147.67","","-0.54%"
"1985- 06- 05","148.47","148.47","148.47","148.47","","0.62%"
"1985- 06- 04","147.55","147.55","147.55","147.55","","0.42%"
"1985- 06- 03","146.94","146.94","146.94","146.94","","-0.62%"
"1985- 05- 31","147.86","147.86","147.86","147.86","","-0.60%"
"1985- 05- 30","148.75","148.75","148.75","148.75","","-0.05%"
"1985- 05- 29","148.82","148.82","148.82","148.82","","-0.77%"
"1985- 05- 28","149.98","149.98","149.98","149.98","","0.47%"
"1985- 05- 24","149.28","149.28","149.28","149.28","","0.23%"
"1985- 05- 23","148.94","148.94","148.94","148.94","","0.22%"
"1985- 05- 22","148.62","148.62","148.62","148.62","","0.28%"
"1985- 05- 21","148.20","148.20","148.20","148.20","","0.78%"
"1985- 05- 20","147.06","147.06","147.06","147.06","","-0.89%"
"1985- 05- 17","148.38","148.38","148.38","148.38","","-0.47%"
"1985- 05- 16","149.08","149.08","149.08","149.08","","0.28%"
"1985- 05- 15","148.66","148.66","148.66","148.66","","0.77%"
"1985- 05- 14","147.53","147.53","147.53","147.53","","-0.81%"
"1985- 05- 13","148.73","148.73","148.73","148.73","","-1.27%"
"1985- 05- 10","150.64","150.64","150.64","150.64","","0.24%"
"1985- 05- 09","150.28","150.28","150.28","150.28","","-1.95%"
"1985- 05- 08","153.27","153.27","153.27","153.27","","0.64%"
"1985- 05- 07","152.30","152.30","152.30","152.30","","-1.44%"
"1985- 05- 06","154.52","154.52","154.52","154.52","","0.25%"
"1985- 05- 03","154.13","154.13","154.13","154.13","","1.13%"
"1985- 05- 02","152.41","152.41","152.41","152.41","","0.55%"
"1985- 05- 01","151.57","151.57","151.57","151.57","","1.25%"
"1985- 04- 30","149.70","149.70","149.70","149.70","","-0.45%"
"1985- 04- 29","150.37","150.37","150.37","150.37","","-0.42%"
"1985- 04- 26","151.01","151.01","151.01","151.01","","-0.53%"
"1985- 04- 25","151.82","151.82","151.82","151.82","","0.92%"
"1985- 04- 24","150.44","150.44","150.44","150.44","","1.16%"
"1985- 04- 23","148.71","148.71","148.71","148.71","","1.61%"
"1985- 04- 22","146.36","146.36","146.36","146.36","","1.06%"
"1985- 04- 19","144.83","144.83","144.83","144.83","","0.00%"
"1985- 04- 18","144.83","144.83","144.83","144.83","","-1.46%"
"1985- 04- 17","146.98","146.98","146.98","146.98","","0.13%"
"1985- 04- 16","146.79","146.79","146.79","146.79","","-0.04%"
"1985- 04- 15","146.85","146.85","146.85","146.85","","-0.93%"
"1985- 04- 12","148.23","148.23","148.23","148.23","","-0.40%"
"1985- 04- 11","148.82","148.82","148.82","148.82","","-1.76%"
"1985- 04- 10","151.49","151.49","151.49","151.49","","-0.20%"
"1985- 04- 09","151.80","151.80","151.80","151.80","","-0.52%"
"1985- 04- 08","152.60","152.60","152.60","152.60","","-0.24%"
"1985- 04- 05","152.97","152.97","152.97","152.97","","-0.12%"
"1985- 04- 04","153.16","153.16","153.16","153.16","","1.47%"
"1985- 04- 03","150.94","150.94","150.94","150.94","","-0.76%"
"1985- 04- 02","152.09","152.09","152.09","152.09","","0.96%"
"1985- 04- 01","150.65","150.65","150.65","150.65","","0.99%"
"1985- 03- 29","149.18","149.18","149.18","149.18","","-1.20%"
"1985- 03- 28","150.99","150.99","150.99","150.99","","0.25%"
"1985- 03- 27","150.61","150.61","150.61","150.61","","-2.47%"
"1985- 03- 26","154.42","154.42","154.42","154.42","","-0.76%"
"1985- 03- 25","155.61","155.61","155.61","155.61","","0.32%"
"1985- 03- 22","155.12","155.12","155.12","155.12","","0.58%"
"1985- 03- 21","154.23","154.23","154.23","154.23","","-1.48%"
"1985- 03- 20","156.55","156.55","156.55","156.55","","-0.43%"
"1985- 03- 19","157.22","157.22","157.22","157.22","","-1.79%"
"1985- 03- 18","160.08","160.08","160.08","160.08","","-1.00%"
"1985- 03- 15","161.69","161.69","161.69","161.69","","-0.15%"
"1985- 03- 14","161.94","161.94","161.94","161.94","","0.67%"
"1985- 03- 13","160.86","160.86","160.86","160.86","","0.19%"
"1985- 03- 12","160.55","160.55","160.55","160.55","","0.22%"
"1985- 03- 11","160.20","160.20","160.20","160.20","","-1.83%"
"1985- 03- 08","163.18","163.18","163.18","163.18","","0.33%"
"1985- 03- 07","162.64","162.64","162.64","162.64","","0.35%"
"1985- 03- 06","162.08","162.08","162.08","162.08","","-1.07%"
"1985- 03- 05","163.83","163.83","163.83","163.83","","1.27%"
"1985- 03- 04","161.77","161.77","161.77","161.77","","0.45%"
"1985- 03- 01","161.04","161.04","161.04","161.04","","0.39%"
"1985- 02- 28","160.41","160.41","160.41","160.41","","0.33%"
"1985- 02- 27","159.89","159.89","159.89","159.89","","-2.55%"
"1985- 02- 26","164.08","164.08","164.08","164.08","","-0.39%"
"1985- 02- 25","164.72","164.72","164.72","164.72","","1.65%"
"1985- 02- 22","162.04","162.04","162.04","162.04","","0.84%"
"1985- 02- 21","160.69","160.69","160.69","160.69","","0.66%"
"1985- 02- 20","159.63","159.63","159.63","159.63","","0.52%"
"1985- 02- 19","158.81","158.81","158.81","158.81","","1.17%"
"1985- 02- 15","156.97","156.97","156.97","156.97","","-0.65%"
"1985- 02- 14","157.99","157.99","157.99","157.99","","-0.35%"
"1985- 02- 13","158.54","158.54","158.54","158.54","","0.73%"
"1985- 02- 11","157.39","157.39","157.39","157.39","","0.56%"
"1985- 02- 08","156.51","156.51","156.51","156.51","","0.31%"
"1985- 02- 07","156.02","156.02","156.02","156.02","","0.46%"
"1985- 02- 06","155.31","155.31","155.31","155.31","","-0.07%"
"1985- 02- 05","155.42","155.42","155.42","155.42","","0.31%"
"1985- 02- 04","154.94","154.94","154.94","154.94","","0.96%"
"1985- 02- 01","153.47","153.47","153.47","153.47","","0.49%"
"1985- 01- 31","152.72","152.72","152.72","152.72","","-0.12%"
"1985- 01- 30","152.91","152.91","152.91","152.91","","-0.23%"
"1985- 01- 29","153.27","153.27","153.27","153.27","","0.16%"
"1985- 01- 28","153.02","153.02","153.02","153.02","","0.01%"
"1985- 01- 25","153.01","153.01","153.01","153.01","","0.27%"
"1985- 01- 24","152.60","152.60","152.60","152.60","","-0.56%"
"1985- 01- 23","153.46","153.46","153.46","153.46","","0.39%"
"1985- 01- 22","152.87","152.87","152.87","152.87","","-0.39%"
"1985- 01- 18","153.47","153.47","153.47","153.47","","0.01%"
"1985- 01- 17","153.46","153.46","153.46","153.46","","-0.12%"
"1985- 01- 16","153.64","153.64","153.64","153.64","","0.11%"
"1985- 01- 15","153.47","153.47","153.47","153.47","","-0.27%"
"1985- 01- 14","153.89","153.89","153.89","153.89","","0.97%"
"1985- 01- 11","152.41","152.41","152.41","152.41","","0.40%"
"1985- 01- 10","151.80","151.80","151.80","151.80","","-0.39%"
"1985- 01- 09","152.40","152.40","152.40","152.40","","0.32%"
"1985- 01- 08","151.91","151.91","151.91","151.91","","-0.59%"
"1985- 01- 07","152.81","152.81","152.81","152.81","","0.46%"
"1985- 01- 04","152.11","152.11","152.11","152.11","","0.09%"
"1985- 01- 03","151.97","151.97","151.97","151.97","","-0.17%"
"1985- 01- 02","152.23","152.23","152.23","152.23","","0.50%"
"1984- 12- 31","151.47","151.47","151.47","151.47","","0.37%"
"1984- 12- 28","150.91","150.91","150.91","150.91","","-0.22%"
"1984- 12- 27","151.24","151.24","151.24","151.24","","0.69%"
"1984- 12- 26","150.20","150.20","150.20","150.20","","0.14%"
"1984- 12- 24","149.99","149.99","149.99","149.99","","0.16%"
"1984- 12- 21","149.75","149.75","149.75","149.75","","-0.32%"
"1984- 12- 20","150.23","150.23","150.23","150.23","","0.68%"
"1984- 12- 19","149.22","149.22","149.22","149.22","","0.43%"
"1984- 12- 18","148.58","148.58","148.58","148.58","","-0.08%"
"1984- 12- 17","148.70","148.70","148.70","148.70","","-0.01%"
"1984- 12- 14","148.71","148.71","148.71","148.71","","-0.36%"
"1984- 12- 13","149.24","149.24","149.24","149.24","","0.49%"
"1984- 12- 12","148.51","148.51","148.51","148.51","","0.03%"
"1984- 12- 11","148.47","148.47","148.47","148.47","","-0.07%"
"1984- 12- 10","148.58","148.58","148.58","148.58","","0.11%"
"1984- 12- 07","148.42","148.42","148.42","148.42","","0.55%"
"1984- 12- 06","147.61","147.61","147.61","147.61","","-0.34%"
"1984- 12- 05","148.12","148.12","148.12","148.12","","0.44%"
"1984- 12- 04","147.47","147.47","147.47","147.47","","-1.36%"
"1984- 12- 03","149.51","149.51","149.51","149.51","","0.20%"
"1984- 11- 30","149.21","149.21","149.21","149.21","","0.78%"
"1984- 11- 29","148.06","148.06","148.06","148.06","","0.12%"
"1984- 11- 28","147.88","147.88","147.88","147.88","","0.42%"
"1984- 11- 27","147.26","147.26","147.26","147.26","","-0.26%"
"1984- 11- 26","147.64","147.64","147.64","147.64","","0.92%"
"1984- 11- 23","146.29","146.29","146.29","146.29","","0.27%"
"1984- 11- 21","145.90","145.90","145.90","145.90","","0.34%"
"1984- 11- 20","145.41","145.41","145.41","145.41","","0.52%"
"1984- 11- 19","144.66","144.66","144.66","144.66","","0.53%"
"1984- 11- 16","143.90","143.90","143.90","143.90","","0.31%"
"1984- 11- 15","143.46","143.46","143.46","143.46","","-0.21%"
"1984- 11- 14","143.76","143.76","143.76","143.76","","0.88%"
"1984- 11- 13","142.51","142.51","142.51","142.51","","-0.27%"
"1984- 11- 09","142.90","142.90","142.90","142.90","","0.24%"
"1984- 11- 08","142.56","142.56","142.56","142.56","","0.13%"
"1984- 11- 07","142.37","142.37","142.37","142.37","","0.04%"
"1984- 11- 05","142.32","142.32","142.32","142.32","","-0.60%"
"1984- 11- 02","143.18","143.18","143.18","143.18","","-1.09%"
"1984- 11- 01","144.76","144.76","144.76","144.76","","-1.11%"
"1984- 10- 31","146.39","146.39","146.39","146.39","","-0.34%"
"1984- 10- 30","146.89","146.89","146.89","146.89","","-0.64%"
"1984- 10- 29","147.84","147.84","147.84","147.84","","0.93%"
"1984- 10- 26","146.48","146.48","146.48","146.48","","0.63%"
"1984- 10- 25","145.57","145.57","145.57","145.57","","-0.27%"
"1984- 10- 24","145.97","145.97","145.97","145.97","","-0.55%"
"1984- 10- 23","146.78","146.78","146.78","146.78","","-0.94%"
"1984- 10- 22","148.18","148.18","148.18","148.18","","-0.02%"
"1984- 10- 19","148.21","148.21","148.21","148.21","","-1.06%"
"1984- 10- 18","149.80","149.80","149.80","149.80","","0.12%"
"1984- 10- 17","149.62","149.62","149.62","149.62","","-0.31%"
"1984- 10- 16","150.09","150.09","150.09","150.09","","0.12%"
"1984- 10- 15","149.91","149.91","149.91","149.91","","0.55%"
"1984- 10- 12","149.09","149.09","149.09","149.09","","0.49%"
"1984- 10- 11","148.37","148.37","148.37","148.37","","0.50%"
"1984- 10- 10","147.63","147.63","147.63","147.63","","-0.30%"
"1984- 10- 09","148.08","148.08","148.08","148.08","","0.85%"
"1984- 10- 05","146.83","146.83","146.83","146.83","","0.56%"
"1984- 10- 04","146.01","146.01","146.01","146.01","","0.36%"
"1984- 10- 03","145.49","145.49","145.49","145.49","","-0.66%"
"1984- 10- 02","146.45","146.45","146.45","146.45","","-0.41%"
"1984- 10- 01","147.05","147.05","147.05","147.05","","-0.34%"
"1984- 09- 28","147.55","147.55","147.55","147.55","","1.03%"
"1984- 09- 27","146.05","146.05","146.05","146.05","","-0.25%"
"1984- 09- 26","146.41","146.41","146.41","146.41","","-0.79%"
"1984- 09- 25","147.57","147.57","147.57","147.57","","1.22%"
"1984- 09- 24","145.79","145.79","145.79","145.79","","-0.77%"
"1984- 09- 21","146.92","146.92","146.92","146.92","","-1.59%"
"1984- 09- 20","149.30","149.30","149.30","149.30","","0.91%"
"1984- 09- 19","147.96","147.96","147.96","147.96","","-0.01%"
"1984- 09- 18","147.98","147.98","147.98","147.98","","0.47%"
"1984- 09- 17","147.29","147.29","147.29","147.29","","1.17%"
"1984- 09- 14","145.58","145.58","145.58","145.58","","-0.14%"
"1984- 09- 13","145.78","145.78","145.78","145.78","","1.03%"
"1984- 09- 12","144.30","144.30","144.30","144.30","","-0.24%"
"1984- 09- 11","144.65","144.65","144.65","144.65","","0.29%"
"1984- 09- 10","144.23","144.23","144.23","144.23","","0.06%"
"1984- 09- 07","144.15","144.15","144.15","144.15","","1.04%"
"1984- 09- 06","142.66","142.66","142.66","142.66","","-0.14%"
"1984- 09- 05","142.86","142.86","142.86","142.86","","0.66%"
"1984- 09- 04","141.92","141.92","141.92","141.92","","1.13%"
"1984- 08- 31","140.33","140.33","140.33","140.33","","0.16%"
"1984- 08- 30","140.11","140.11","140.11","140.11","","0.26%"
"1984- 08- 29","139.75","139.75","139.75","139.75","","-0.14%"
"1984- 08- 28","139.94","139.94","139.94","139.94","","-0.14%"
"1984- 08- 27","140.14","140.14","140.14","140.14","","0.24%"
