,date,btc,Gold,Dollar,SnP
382,2019-02-01,0.003907223161326315,0.4946067311698531,0.2596637755648356,0.5058570264923781
383,2019-02-04,0.003923679146074617,0.4933104948844959,0.2625548773958668,0.5094255459446879
384,2019-02-05,0.004043450095938393,0.4932642007314475,0.2649105899989292,0.5119079942593382
385,2019-02-06,0.0030958715654749933,0.491042081385121,0.2683370810579291,0.5107249524843877
386,2019-02-07,0.002996133988348304,0.490949493079024,0.2696220152050541,0.5057794499825452
387,2019-02-08,0.00672577560991245,0.4929401416601082,0.2710140271977728,0.506128544276793
388,2019-02-11,0.006325251250690611,0.4898847275589092,0.2755112967127102,0.5064970326984989
389,2019-02-12,0.006331118166992181,0.4908569047729271,0.2717635721169289,0.5132655831814126
390,2019-02-13,0.00601544945086379,0.4913661404564602,0.2762608416318663,0.5148752957604437
391,2019-02-14,0.005745857492030652,0.4908106106198786,0.2746546739479603,0.5134595244559946
392,2019-02-15,0.0059162842558152864,0.4946067311698531,0.2737980511832103,0.5192583685659982
393,2019-02-18,0.010153771876264157,0.5051155039118558,0.2737980511832103,0.5198692835809317
394,2019-02-19,0.010285276658731066,0.5051155039118558,0.2697290930506477,0.5200729219192428
395,2019-02-20,0.011171753402346392,0.5065506226563584,0.2689795481314916,0.5210232341646949
396,2019-02-21,0.010707694632444129,0.4972454978936159,0.2706927936609915,0.5191226096737908
397,2019-02-22,0.011060997470214308,0.4995602055460394,0.2696220152050541,0.5225747643613513
398,2019-02-25,0.009142372744081244,0.4980324984954399,0.2685512367491165,0.5232341646949303
399,2019-02-26,0.008874927218041367,0.4975695569649552,0.2641610450797729,0.5228074938908498
400,2019-02-27,0.00900142365732401,0.4941900837924169,0.2657672127636792,0.5225165819789768
401,2019-02-28,0.008938747819760888,0.4918290819869449,0.2658742906092728,0.5209844459097784
402,2019-03-01,0.009071969748462402,0.4840053701217536,0.2698361708962415,0.5247081183817539
403,2019-03-04,0.007530831002903554,0.4785889542150825,0.2714423385801479,0.5225941584888095
404,2019-03-05,0.009568940487861277,0.4772927179297254,0.273476817646429,0.5219929405376051
405,2019-03-06,0.009627752746396531,0.478635248368131,0.273476817646429,0.5184438152127535
406,2019-03-07,0.009796605459466118,0.4779408360724039,0.2820430452939286,0.5140801365346572
407,2019-03-08,0.009671396879859427,0.4840516642748019,0.2781882428525539,0.5129552771420813
408,2019-03-11,0.009767557068997366,0.4802555437248275,0.2772245422422101,0.5207517163802801
409,2019-03-12,0.009926679286737516,0.4834961344382203,0.2742263625655852,0.5223420348318528
410,2019-03-13,0.009687280482529537,0.488681079579649,0.270050326587429,0.5261044955587447
411,2019-03-14,0.009846402700269687,0.4821073098467662,0.2725131170360853,0.5256390364997479
412,2019-03-15,0.01051380020345321,0.4857182537845469,0.2704786379698041,0.5283542143438966
413,2019-03-18,0.011430327006174142,0.4850701356418683,0.2697290930506477,0.53037120359955
414,2019-03-19,0.01182698778636812,0.4873848432942919,0.2682300032123352,0.5303130212171754
415,2019-03-20,0.012220643560651535,0.4851627239479653,0.2615911767855232,0.5286839145106861
416,2019-03-21,0.011327727518656433,0.4877551965186796,0.2695149373594603,0.5346379116403552
417,2019-03-22,0.011417734600453693,0.4900699041711031,0.2711211050433666,0.5241262945580077
418,2019-03-25,0.01069066626561762,0.4948382019350954,0.2702644822786164,0.5236802296264691
419,2019-03-26,0.010868533996418892,0.4913198463034117,0.2720848056537102,0.5275784492455684
420,2019-03-27,0.01214923889639584,0.4891903152631822,0.2724060391904914,0.5250378185485435
421,2019-03-28,0.012002709084376124,0.4821998981528632,0.2770103865510227,0.526977231294364
422,2019-03-29,0.013082221683865074,0.4836813110504142,0.2778670093157727,0.5306621155114231
423,2019-04-01,0.013673349275128185,0.48169066246933,0.277331620087804,0.5370233893177145
424,2019-04-02,0.02387219624005074,0.4822461923059117,0.2787236320805226,0.5370233893177145
425,2019-04-03,0.02494984859778554,0.4821998981528632,0.2758325302494915,0.5382258252201233
426,2019-04-04,0.024464182404431142,0.4817369566223785,0.2781882428525539,0.5393894728676156
427,2019-04-05,0.02598514468173338,0.4823387806120086,0.2790448656173039,0.541968891819557
428,2019-04-08,0.029304245257707154,0.4852553122540622,0.2754042188671164,0.5425701097707614
429,2019-04-09,0.028060745192813347,0.4882181380491642,0.2749759074847415,0.5391567433381171
430,2019-04-10,0.030325231789699952,0.4908106106198786,0.274333440411179,0.5410961560839377
431,2019-04-11,0.0261628693170151,0.4812740150918938,0.2767962308598353,0.5411155502113959
432,2019-04-12,0.026601313988917824,0.4821536039998148,0.2745475961023664,0.5448198285559133
433,2019-04-15,0.02627133572083437,0.4803481320309244,0.2742263625655852,0.5444707342616655
434,2019-04-16,0.028400167765187126,0.4738206564510901,0.2752971410215228,0.5447616461735386
435,2019-04-17,0.02881657572707906,0.4736354798388962,0.2749759074847415,0.5434622396338388
436,2019-04-18,0.02961247300681892,0.4732651266145085,0.2799014883820536,0.5443543694969163
437,2019-04-19,0.029615907299288147,0.4734503032267024,0.2789377877717101,0.5444998254528528
438,2019-04-22,0.031024825784782342,0.474005833063284,0.2779740871613663,0.5449361933206625
439,2019-04-23,0.03297335747450146,0.4719688903291513,0.2817218117571474,0.5499204840774212
440,2019-04-24,0.03185277646090151,0.4748391278181565,0.287396937573616,0.5486598657926379
441,2019-04-25,0.029060982874471314,0.4749780102773019,0.2877181711103973,0.5484659245180559
442,2019-04-26,0.030408942668637,0.4791907782047127,0.2856836920441161,0.5511229199798301
443,2019-04-29,0.02932198910213142,0.4758113050321744,0.2840775243602098,0.5517241379310344
444,2019-04-30,0.030504959762255382,0.4777556594602101,0.2800085662276474,0.5522671734998642
445,2019-05-01,0.03139773270873092,0.477061247164483,0.2822572009851161,0.5479810713316007
446,2019-05-02,0.03296706127164123,0.4714133604925696,0.2837562908234285,0.5467786354291919
447,2019-05-03,0.03697116009970322,0.4757187167260773,0.2804368776100225,0.5522283852449478
448,2019-05-06,0.0366148522560225,0.4768760705522891,0.2804368776100225,0.5496877545479228
449,2019-05-07,0.03802505860119264,0.4777093653071615,0.2816147339115535,0.5403009968581513
450,2019-05-08,0.040041989949256895,0.4757650108791259,0.2815076560659599,0.5393894728676156
451,2019-05-09,0.04321713643256288,0.4775241886949677,0.2788307099261162,0.5377021837787517
452,2019-05-10,0.045566049385984284,0.4785426600620341,0.2784023985437414,0.5397773554167797
453,2019-05-13,0.06584812213603261,0.4852090181010137,0.2782953206981475,0.5262984368333268
454,2019-05-14,0.06809257536018216,0.4826628396833479,0.2805439554556161,0.5306621155114231
455,2019-05-15,0.07127373185530925,0.483357251979075,0.2809722668379912,0.5338815406694852
456,2019-05-16,0.06693393093838178,0.4779871302254525,0.2840775243602098,0.5387882549164112
457,2019-05-17,0.05961702773720623,0.4731262441553631,0.2855766141985223,0.5355300415034326
458,2019-05-20,0.06795792247628513,0.4738669506041386,0.2848270692793662,0.531786974903999
