date,btc,Gold,Dollar,SnP
2021-07-29,0.5269844522425143,0.6078333851414361,0.12813479623824398,0.7231355651309248
2021-07-30,0.5583207969733581,0.5904880323282562,0.14028213166144177,0.7152469340404375
2021-08-02,0.5145543168412409,0.5951507615791112,0.1355799373040747,0.7125621478289692
2021-08-03,0.5010923196484888,0.5875971401927262,0.13675548589341657,0.7244613854822672
2021-08-04,0.5227874606540982,0.5879701585327946,0.1442006269592473,0.717699701690421
2021-08-05,0.5390900470054473,0.5827479017718373,0.1430250783699054,0.7264501160092809
2021-08-06,0.5673429694810169,0.5400373018340068,0.16496865203761724,0.7289028836592641
2021-08-09,0.6162319830220029,0.5059061237177496,0.17045454545454497,0.7275439177991381
2021-08-10,0.6066673353997281,0.5107553621386387,0.17515673981191204,0.7290023201856148
2021-08-11,0.6056085716505739,0.5308983525023314,0.16967084639498387,0.7326151806430228
2021-08-12,0.5896963498765587,0.5294995337270749,0.17437304075235094,0.7369572422936692
2021-08-13,0.6383631360756827,0.5541187441715887,0.15399686520376132,0.7393437189260854
2021-08-16,0.6111934466831103,0.5649362760335717,0.15830721003134762,0.743221743453762
2021-08-17,0.5939455713296107,0.5630711843332299,0.1778996865203757,0.7327477626781573
2021-08-18,0.5940792225448709,0.5599005284426486,0.17829153605015646,0.7169042094796156
2021-08-19,0.6234900739646432,0.5586882188374263,0.19514106583072044,0.7187272124627113
2021-08-20,0.6601489996406872,0.5595275101025801,0.1923981191222568,0.7306264501160091
2021-08-23,0.6625298228949683,0.5803232825613927,0.17123824451410607,0.743155452436195
2021-08-24,0.6365602756248661,0.5823748834317688,0.16849529780564243,0.7453762015246934
2021-08-25,0.6551528195755816,0.566055331053777,0.1657523510971779,0.7486907524030493
2021-08-26,0.6246813441649011,0.569972023624495,0.17515673981191204,0.7400066291017566
2021-08-27,0.6565348361034004,0.5926328877836495,0.16065830721003094,0.7530659595624791
2021-08-30,0.6266709442687312,0.5858253030774014,0.15909090909090917,0.7594961882664899
2021-08-31,0.6283591852083878,0.59132732359341,0.15830721003134762,0.7574743122306926
2021-09-01,0.6528232245172995,0.589368977308051,0.15125391849529768,0.7579383493536627
2021-09-02,0.6590639063159358,0.5851725209822818,0.1422413793103443,0.7621809744779582
2021-09-03,0.6698318441621106,0.6058750388560772,0.13518808777429436,0.7616837918462047
2021-09-06,0.7079633658298489,0.5730494249300593,0.13518808777429436,0.7578554855817039
2021-09-07,0.6249655318667283,0.5720236244948711,0.153605015673981,0.7565793834935366
2021-09-08,0.6132972370115417,0.5683866956792043,0.15909090909090917,0.7546237984753068
2021-09-09,0.6182602189161116,0.5744482437053156,0.15242946708463911,0.7477295326483262
2021-09-10,0.5961629795005653,0.567081131488965,0.15634796238244464,0.7362280411004309
2021-09-13,0.5974482634571678,0.5692259869443583,0.1602664576802506,0.7395757374875704
2021-09-14,0.62851129574567,0.5810693192415295,0.1579153605015673,0.7310904872389792
2021-09-15,0.6429623691695553,0.5695990052844266,0.1551724137931032,0.7435531985415975
2021-09-16,0.6374733681351177,0.5340690083929127,0.17006269592476464,0.741266158435532
2021-09-17,0.6312080739071187,0.5291265153870066,0.180250783699059,0.7277427908518397
2021-09-20,0.5699008018929821,0.5406900839291267,0.1837774294670842,0.7027842227378189
2021-09-21,0.5372572795910444,0.5541187441715887,0.18064263322883978,0.7016241299303945
2021-09-22,0.5774561022297288,0.5546782716816911,0.19083072100313414,0.7153463705667884
2021-09-23,0.5963683215711202,0.5276344420267329,0.17398119122257016,0.7330460722572092
2021-09-24,0.5669666282645991,0.529406279142058,0.18573667711598718,0.7352005303281406
2021-09-27,0.5574762472169711,0.5296860428971093,0.18769592476488972,0.7310904872389792
2021-09-28,0.5414379582902318,0.5161641280696301,0.20297805642633193,0.7010938017898576
2021-09-29,0.5485603946803382,0.5025489586571341,0.2253134796238241,0.7033808418959231
2021-09-30,0.5814697884576006,0.5343487721479641,0.22100313479623823,0.6861451773284719
2021-10-01,0.6432514221190472,0.5356543363382036,0.2135579937304075,0.7025522041763341
2021-10-04,0.6587533890385112,0.5442337581597763,0.2033699059561127,0.6838249917136228
2021-10-05,0.6909076677591056,0.5379857009636309,0.21081504702194298,0.6988067616837919
2021-10-06,0.7458994190178811,0.5388249922287847,0.22257053291536,0.7047398077560492
2021-10-07,0.7240089526280852,0.5364003730183402,0.22061128526645746,0.7167384819356977
2021-10-08,0.726387343258534,0.5347217904880326,0.2147335423197485,0.7139211136890953
2021-10-11,0.7767558213761525,0.5331364625427417,0.22452978056426254,0.7039443155452436
2021-10-12,0.7556575317825882,0.5364936276033572,0.23236677115987403,0.7004308916141864
2021-10-13,0.775262619629643,0.5695057506994095,0.21512539184952928,0.7048060987736162
2021-10-14,0.7749898795693799,0.5724898974199566,0.2104231974921622,0.7294995028173683
2021-10-15,0.8368712508079531,0.5448865402548959,0.20963949843260155,0.7404706662247265
2021-10-18,0.841699579828626,0.5424619210444515,0.21003134796238232,0.7454756380510441
2021-10-19,0.874192994930555,0.5469381411252721,0.20141065830720972,0.7564468014584025
2021-10-20,0.8988171581258437,0.5603668013677341,0.1947492163009401,0.7619489559164732
2021-10-21,0.8443226637975062,0.5575691638172211,0.20297805642633193,0.7664567451110376
2021-10-22,0.8227877897737932,0.5709978240596829,0.19788401253918453,0.7648326151806428
2021-10-25,0.8569956322954568,0.5807895554864781,0.20454545454545414,0.7719920450778919
2021-10-26,0.8176447937056288,0.5682934410941873,0.21003134796238232,0.7747431223069274
2021-10-27,0.7902367071774853,0.5733291886851104,0.20415360501567337,0.7670865097779251
2021-10-28,0.8211803978026825,0.57687286291576,0.18652037617554784,0.7819025522041763
2021-10-29,0.8451892502639039,0.5594342555175631,0.21669278996865193,0.7848856479946966
2021-11-01,0.8259772458090543,0.5705315511345974,0.2072884012539178,0.7876367252237322
2021-11-02,0.8590162841270294,0.5645632576935034,0.21551724137931005,0.793238316208154
2021-11-03,0.8543870009740513,0.5407833385141438,0.20650470219435713,0.8031819688432218
2021-11-04,0.8329016380001029,0.5683866956792043,0.22570532915360442,0.809645343056016
2021-11-05,0.8263494372554051,0.5901150139881879,0.22452978056426254,0.8154126615843553
2021-11-08,0.9206309253171605,0.6005595275101028,0.21394984326018784,0.8168047729532648
2021-11-09,0.9123575716633096,0.6031706558905814,0.2104231974921622,0.8113357640039773
2021-11-10,0.8828050556791822,0.6194902082685734,0.24529780564263248,0.7985747431223069
2021-11-11,0.8812571914442044,0.6340379235312406,0.2582288401253918,0.7994365263506795
2021-11-12,0.8719269342829534,0.6383276344420268,0.2562695924764884,0.8105734173019554
2021-11-15,0.8645505033456449,0.636555797326702,0.2672413793103443,0.810540271793172
2021-11-16,0.8137820732508827,0.6248989741995647,0.28722570532915315,0.8165396088829961
2021-11-17,0.817874605110027,0.6399129623873177,0.28369905956112795,0.812495856811402
2021-11-18,0.7684601448212516,0.6317065589058131,0.27233542319749215,0.8177328471992045
2021-11-19,0.7850680970113213,0.6225676095741375,0.29153605015673945,0.8155783891282731
