날짜,Gold,SnP,Dollar
1979-12-26,0.12064256284431273,0.001861836235987742,0.1569761216404325
1979-12-27,0.12883662793389195,0.0019006244909041542,0.15183638505193287
1979-12-28,0.12929956946437665,0.001861836235987742,0.15504872041974516
1979-12-31,0.1368918105643257,0.001881230363445948,0.15515579826533887
1980-01-01,0.14267857969538444,0.001881230363445948,0.15247885212549517
1980-01-02,0.1484653488264432,0.0014739536868236293,0.14980190598565146
1980-01-03,0.16003888708856068,0.0013575889220743959,0.14915943891208916
1980-01-04,0.16934401185130316,0.0016097125790310689,0.1488382053753079
1980-01-07,0.17994537289940277,0.0016678949614056839,0.144126780169183
1980-01-08,0.16837183463728528,0.002075171638028006,0.14712495984580787
1980-01-09,0.16610342113791027,0.002113959892944415,0.14658957061783917
1980-01-10,0.16494606731169853,0.0022691129126100607,0.14862404968412024
1980-01-11,0.17651960557381602,0.0022691129126100607,0.15012313952243272
1980-01-14,0.1880931438359335,0.002366083549901088,0.1488382053753079
1980-01-15,0.20545345122910974,0.0025018424421085275,0.15322839704465152
1980-01-16,0.22860052775334472,0.0025018424421085275,0.15065852875040164
1980-01-17,0.2517476042775797,0.0024242659322757064,0.15194346289752647
1980-01-18,0.2686449701402712,0.0025018424421085275,0.15119391797837034
1980-01-21,0.27466321003657235,0.002695783716690582,0.15387086411821393
1980-01-22,0.25151613351233737,0.002579418951941352,0.15494164257415133
1980-01-23,0.22836905698810234,0.0029479073736472586,0.15237177427990156
1980-01-24,0.20522198046386736,0.003006089756021877,0.15397794196380765
1980-01-25,0.18207490393963238,0.0029866956285636674,0.1564407324124638
1980-01-28,0.18304708115365026,0.0032194251580621377,0.15815397794196373
1980-01-29,0.2108698671357807,0.003083666265854698,0.15729735517721377
1980-01-30,0.19781491597611217,0.003297001667894959,0.15665488810365125
1980-01-31,0.2084625711772603,0.0031030603933129043,0.15858228932433882
1980-02-01,0.2084625711772603,0.0032776075404367527,0.158475211478745
1980-02-04,0.1959631498541734,0.0031418486482293166,0.15761858871399503
1980-02-05,0.2075366881162909,0.0032000310306039316,0.15729735517721377
1980-02-06,0.21911022637840838,0.0033939723051859896,0.15301424135346398
1980-02-07,0.21124022036016848,0.003510337069935223,0.15494164257415133
1980-02-08,0.2147122818388037,0.0038206431092665145,0.1564407324124638
1980-02-11,0.21864728484792367,0.0036654900896008653,0.15547703180212014
1980-02-12,0.2151752233692884,0.0038206431092665145,0.15504872041974516
1980-02-13,0.21077727882968378,0.003917613746557542,0.15462040903737018
1980-02-14,0.20221286051571685,0.003587913579768044,0.15536995395652642
1980-02-15,0.19758344521086985,0.003335789922811371,0.15815397794196373
1980-02-18,0.1889032915142817,0.003335789922811371,0.1614466216939715
1980-02-19,0.18600990694875236,0.0031806369031457254,0.16254416961130747
1980-02-20,0.19411138373223458,0.003549125324851632,0.1622229360745262
1980-02-21,0.19110226378408401,0.003316395795353165,0.16147339115536996
1980-02-22,0.17952872552196653,0.00325821341297855,0.1669343612806511
1980-02-25,0.1876302023054488,0.0029285132461890524,0.16832637327336974
1980-02-26,0.17675107633905834,0.003064272138396492,0.168647606810151
1980-02-27,0.18846349706032123,0.002753966099065204,0.16672020558946365
1980-02-28,0.18864867367251514,0.0027345719716069944,0.16789806189099477
1980-02-29,0.1839266700615712,0.003006089756021877,0.17475104400899455
1980-03-03,0.184204434979862,0.0027733602265234067,0.17689260092086945
1980-03-04,0.18934308596824218,0.002831542608898025,0.1793553913695256
1980-03-05,0.18554696541826765,0.0025018424421085275,0.17839169075918182
1980-03-06,0.17397342715615016,0.0020363833831115938,0.18192525966377548
1980-03-07,0.167260774964122,0.00168728908886389,0.18288896027411927
1980-03-10,0.14990046757094577,0.0016097125790310689,0.18802869686261914
1980-03-11,0.15082635063191518,0.001861836235987742,0.18845700824499423
1980-03-12,0.15568723670200452,0.00168728908886389,0.18706499625227535
1980-03-13,0.13832692930882828,0.001435165431907217,0.1920976549951815
1980-03-14,0.1318457478820425,0.0013963771769908082,0.1979869365028375
1980-03-17,0.10869867135780752,0.0007951592257864314,0.2135132241139308
1980-03-18,0.11240220360168511,0.0011442535200341317,0.21436984687868077
1980-03-19,0.13554928012592005,0.001183041774950544,0.21158582289324346
1980-03-20,0.13578075089116243,0.0009503122454520736,0.20890887675339975
1980-03-21,0.14818758390815234,0.0007951592257864314,0.2134061462683371
1980-03-24,0.14087310772649414,0.00021333540204026072,0.2171538708641182
1980-03-25,0.1313828063515578,0.00019394127458205457,0.21961666131277446
1980-03-26,0.1198092680894403,9.697063729102728e-05,0.21865296070243068
1980-03-27,0.11217073283644276,0.0,0.22657672127636785
1980-03-28,0.12559603722049906,0.0004848531864551399,0.23021736802655535
1980-03-31,0.12281838803759083,0.0007563709708700191,0.23824820644608624
1980-04-01,0.12096662191565204,0.0007757650983282252,0.24510118856408614
1980-04-02,0.11680014814128974,0.0008727357356192525,0.24349502088017982
1980-04-03,0.11471691125410859,0.0007757650983282252,0.24670735624799245
1980-04-04,0.11761029581963796,0.0006787944610371979,0.24991969161580463
1980-04-07,0.1262904495162261,0.0003878825491641126,0.25216832637327324
1980-04-08,0.13786398777834358,0.0005818238237461672,0.2369632722989612
1980-04-09,0.13716957548261655,0.0009503122454520736,0.21736802655530563
1980-04-10,0.1346233970649507,0.0011442535200341317,0.2113716672020558
1980-04-11,0.1343919262997083,0.0010860711376595132,0.2134061462683371
1980-04-14,0.12304985880283319,0.0008921298630774586,0.2108362779740871
1980-04-15,0.12791074487292253,0.0008533416081610463,0.2192954277759932
